阿魏,[],【异名】熏渠(《唐本草》)，魏去疾(侯宁极《药谱》)，阿虞、形虞(《酉阳杂俎》)，哈昔泥(《纲目》)，五彩魏(《中药志》)，臭阿魏(《新疆中草药手册》)。,【来源】为伞形科植物阿魏、新疆阿魏、阜康阿魏的树脂。,【性味】苦辛，温。,【功用主治】消积，杀虫。治百瘕痞块，虫积，肉积，心腹冷痛，疟疾，痢疾。,【用法与用量】外用：熬制药膏或研末入膏药内贴。内服：入丸、散，3～5分。,(《唐本草》)
阿利藤,[],【异名】念珠藤(《广州植物志》)，瓜子藤、瓜子英、山红木、过山香、春根藤、过骨边(《福建民间草药》)，,【来源】为,【性味】苦辛，温，有小毒。,【功用主治】祛风利湿，活血通络。治风湿性关节痛，脾虚泄泻，脚气，周身浮肿，妇人经闭，跌打损伤。,【用法与用量】内服：煎汤，3～4钱(鲜者1～2两)；或浸酒。,(《福建民间草药》)
阿尔泰紫菀,[],[],【来源】为菊科植物阿尔泰狗娃花的花或全草。,【性味】味微苦，性凉。,【功用主治】清热降火，排脓。治传染性热病，肝胆火旺，疱疹疮疖。,【用法与用量】内服：煎汤，1.5～3钱。,(《内蒙古中草药》)
阿胶,[],【异名】傅致胶(《本经》)，盆覆胶(陶弘景)，驴皮胶(《千金食治》)。,"【来源】为马科动物驴的皮去毛后熬制而成的胶块。动物形态详""驴肉""条。",【性味】甘，平。,【功用主治】滋阴补血，安胎。治血虚，虚劳咳嗽，吐血，衄血、便血，妇女月经不调，崩中，胎漏。,【用法与用量】内服：黄酒或开水烊化，1.5～3钱；煎汤或入丸、散。,(《本经》)
阿育魏实,[],[],【来源】为伞形科植物粗糙芹的种子。,"【性味】《新疆中草药手册》：""味辛苦，性温。""","【功用主治】《新疆中草药手册》：""祛寒除湿，理气开胃，止痛。治瘫痪，抽搐，胃寒腹痛，消化不良，膀胱及尿道结石。""",【用法与用量】内服：煎汤，1～2.5钱。,(《新疆中草药手册》)
埃蕾,[],[],【来源】为,【性味】苦，寒。,【功用主治】清热解毒。治肝炎，胆囊炎，头痛发烧，牙痛，扁桃体炎。,【用法与用量】内服：煎汤，2～3钱；或研末。,(《中国沙漠地区药用植物》)
阿里红,[],【异名】落叶松茸(《新疆中草药手册》)。,【来源】为多孔菌科植物苦白蹄的干燥菌瘤。,【性味】味甘苦，性温，无毒。,【功用主治】温肺化痰，降气平喘，祛风除湿，活血消肿，利尿，解蛇毒。,[],(《新疆中草药手册》)
矮脚枫叶,[],[],【来源】为樟科植物红叶甘橿的叶。,[],"【功用主治】《浙江天目山药植志》：""治疮毒，捣烂敷患处。""",[],[]
矮脚龙胆,[],[],【来源】为龙胆科植物小,【性味】性寒，味苦。,【功用主治】清热降火。治目赤肿痛，牙痛，咽喉发炎，瘀痛，疔疮炎症。,【用法与用量】内服：煎汤，3～5钱。外用：煎水洗或含漱。,(《昆明民间常用草药》)
矮地茶,[],[],【来源】：为紫金牛科植物紫金牛Ardisiajaponica(Hornst.)B1.的全株。,【性味】：性平，味辛、微苦。,[],[],[]
矮脚苦蒿,[],【异名】鱼胆草、苦艾、劲直假蓬(《云南中草药选》)，金,【来源】为菊科植物苦蒿的全草。,【性味】苦.凉。,【功用主治】消炎，清热，解毒。治中耳炎，风火眼，风火牙痛，口腔炎，咽喉炎。,【用法与用量】内服：煎汤，2～3钱；或捣汁。外用：捣汁滴耳、点眼或研末撒。,(《昆明民间常用草药》)
矮脚罗伞,[],【异名】雪下红、珊瑚珠(《花镜》)，短脚三郎(《植物名实图考》)，小罗伞(《陆川本草》)，矮茶风、毛茎紫金牛(《四川中药志》)，九节龙、地茶、猴接骨(《福建中草药》)。,【来源】为紫金牛科植物卷毛紫金牛的根或全草。,【性味】苦辛，温。,【功用主治】祛风除湿，活血止痛。治风湿疼痛，跌打肿痛，咳嗽吐血，寒气腹痛。,【用法与用量】内服：煎汤，2～5钱；或浸酒。外用：捣碎酒炒敷。,(《陆川本草》)
矮茎朱砂根,[],【异名】九管血(《植物名实图考》)。八爪金龙、八爪龙、开喉箭、猪总管(南川《常用中草药手册》)，矮陀陀、团叶八爪金龙、地柑子(《贵州草药》)，大郎伞(《广西药植名录》)。,【来源】为紫金牛科植物矮茎朱砂根的根或全草。,"【性味】①南川《常用中草药手册》：""全草：苦涩微甘，微寒。""",【功用主治】祛风清热，散瘀消肿。治咽喉肿痛，风火牙痛，风湿筋骨疼痛，腰痛，跌打损伤，无名肿毒。,【用法与用量】内服：煎汤，3～5钱；或浸酒。,[]
矮人陀,[],【异名】狗头七、岩七(《昆明民间常用草药》)，见肿消、,【来源】为菊科植物牛舌,"【性味】《云南中草药选》：""苦，寒，有小毒。""",【功用主治】活血，止血，消肿，解毒。治跌打损伤，产后瘀滞，衄血，吐血，风湿痛，乳腺炎，痈疮疖肿。,【用法与用量】内服：煎汤，1～3钱。外用：捣敷。,(《昆明民间常用草药》)
矮杨梅,[],【异名】杨梅(《云南中草药》)。,【来源】为杨梅科植物矮杨梅的根皮、茎皮或果实。,"【性味】①《云南中草药》：""根皮：涩，凉。果：酸，凉。""",【功用主治】治痢疾，腹泻，消化不良，崩漏，直肠出血，脱肛，风湿疼痛，跌打劳伤。,【用法与用量】内服：煎汤，3～5钱；或泡酒。,(《云南中草药》)
艾纳香根,[],[],"【来源】菊科植物艾纳香的根，植物形态详""艾纳香""条。",【性味】辛，温。,【功用主治】祛风消肿，活血散瘀。治风湿痛，跌打瘀痛，产后骨痛，受凉腹痛，腹泻。,【用法与用量】内服：煎汤，0.5～1两。,[]
艾片,[],【异名】艾脑香(《现代实用中药》)，艾粉、结片(《药材资料汇编》)。,【来源】为菊科植物,"【性味】①《药材资料汇编》：""甘，温平，无毒。""","【功用主治】①《药材资料汇编》：""去恶气，辟瘟疫，杀虫疗癣，治中暑霍乱。""",【用法与用量】内服：0.5～1分，多入丸、散。外用：研末撒或调敷。,(《增订伪药条辨》)
艾纳香,[],【异名】,【来源】为菊科植物艾纳香的叶及嫩枝。,【性味】辛苦，温。,【功用主治】温中活血，祛风除湿，杀虫。治寒湿泻痢，腹痛肠鸣，肿胀，筋骨疼痛，跌打损伤，癣疮。,【用法与用量】内服。煎汤，3～6钱。外用：煎水洗或研末调敷。,(《开宝本草》)
艾实,[],【异名】艾子(《食疗本草》)。,"【来源】为菊科植物艾的果实。植物形态详""","【性味】①《日华子本草)：""暖，无毒。""","【功用主治】①《药性论》：""主明目。""",【用法与用量】内服：研末为丸，0.5～1.5钱。,(《药性论》)
艾叶,[],[],【来源】为菊科植物艾的干燥叶。,【性味】苦辛，温。,【功用主治】理气血，逐寒湿；温经，止血，安胎。治心腹冷痛，泄泻转筋，久痢，吐衄，下血，月经不调，崩漏，带下，胎动不安，痈疡，疥癣。,【用法与用量】内服：煎汤，1～3钱；入丸、散或捣汁。外用：捣绒作炷或制成艾条熏灸，捣敷、煎水熏洗或炒热温熨。,(《本草经集注》)
安息香,[],[],【来源】为安息香科植物安息香树或越南安息香的树脂。,【性味】辛苦，温。,【功用主治】开窍，辟秽，行气血。治卒中暴厥，心腹疼痛，产后血晕，小儿惊痫，风痹腰痛。,【用法与用量】内服：研末，1～5分；或入丸、散。外用：烧烟熏。,(《唐本草》)
桉叶,[],【异名】桉树叶(《现代实用中药》)，蓝桉叶(《广西中药志》)。,【来源】为,【性味】苦辛，凉。,【功用主治】治感冒，流感，痢疾，肠炎，关节痛，膀胱炎，烫伤，疥癣，丹毒，神经性皮炎，湿疹，痈疮肿毒。,【用法与用量】内服：煎汤，3～8钱。外用：煎水洗、研粉撒或熬膏敷。,[]
庵摩勒,[],【异名】,【来源】为,【性味】苦甘，寒。,【功用主治】化痰，生津，止咳，解毒。治感冒发热，咳嗽咽痛，白喉，烦热口干。,【用法与用量】内服：煎汤，2～4钱。外用：捣汁涂。,(《唐本草》)
让闾子,[],[],"【来源】为菊科植物让闾的果实。植物形态详""让闾""条。",【性味】苦辛，温。,【功用主治】行瘀，祛湿。治妇女血瘀经闭，产后停瘀腹痛，跌打损伤，风湿痹痛。,【用法与用量】内服：煎汤，1.5～3钱；研末入丸散或捣汁饮。,(《本经》)
鹌鹑,[],【异名】鹑鸟(《毛诗传》)，循(《禽经》注)，宛鹑(《广志》)，赤喉鹑(《动物学大辞典》)，红面鹌鹑(《中国动物图谱?鸟类》)。,【来源】为雉科动物鹌鹑的肉或全体。,【性味】甘，平。,【功用主治】治泻痢，疳积，湿痹。,【用法与用量】内服：煮食、煎汤或烧存性研末。,[]
凹朴皮,[],[],【来源】为木兰科植物鹅掌楸的树皮。,[],【功用主治】治因受水湿风寒所引起的咳嗽、气急、口渴、四肢微浮。以干树皮一两，加芫荽、山油麻(阴行草)各五至六钱，老姜三片，,[],[]
八哥,[],【异名】寒皋(《淮南万毕术》)，鸲鹆(《唐本草》)，花鹆(《荆楚岁时记》)，??鸟(《广韵》)。,【来源】为椋鸟科动物八哥的肉。,"【性味】①《唐本草》：""甘，平，无毒。""",【功用主治】下气，止血。治久嗽，呃逆，痔疮出血。,【用法与用量】内服：炙干研末作丸、散，或煮羹。,(《纲目》)
八角枫根,[],[],【来源】为八角枫科植物八角枫或瓜木的根、须根或根皮。,【性味】辛，温，有毒。,【功用主治】祛风，通络，散瘀，镇痛，并有麻醉及松弛肌肉作用。治风湿疼痛，麻木瘫痪，心力衰竭，劳伤腰痛，跌打损伤。,【用法与用量】内服：煎汤，须根0.5～1钱，根1～2钱(本品有毒，剂量必须严格控制，应从小剂量开始，至病人出现不同程度的软弱无力、疲倦感觉为度)；或浸酒。外用：煎水洗。,(《简易草药》)
八角枫花,[],[],"【来源】为八角枫科植物八角枫或瓜木的花。植物形态详""",[],"【功用主治】《四川中药志》：""治头风痛及胸腹胀满。研末，蒸鸡蛋服。""",[],(《四川中药志》)
八角枫叶,[],[],"【来源】为八角枫科植物八角枫或瓜木的叶。植物形态详""",[],"【功用主治】《南宁市药物志》：""跌打接骨。""",[],(《南宁市药物志》)
八角茴香,[],[],【来源】为木兰科植物八角茴香的果实。,【性味】辛甘，温。,【功用主治】温阳，散寒，理气。治中寒呕逆，寒疝腹痛，肾虚腰痛，干、湿脚气。,【用法与用量】内服：煎汤，1～2钱；或入丸、散。,(《品汇精要》)
八角莲,[],[],【来源】为,【性味】苦辛，平，有毒。,【功用主治】清热解毒，化痰散结，祛瘀消肿。治痈肿，疔疮，瘰疬，喉蛾，跌打损伤，蛇咬伤。,【用法与用量】内服：煎汤，2～4钱；或研末。外用：研末调敷、捣敷或浸酒涂敷。,(《福建民间草药》)
八角香,[],[],【来源】为菊科植物八角香的根。,【性味】性温，味辛微涩。,【功用主治】散瘀，杀虫。,[],(《贵州民间药物》)
八目鳗,[],[],【来源】为七鳃鳗科动物七鳃鳗的全体。,[],【功用主治】治夜盲症、角膜干燥。,[],(《吉林中草药》)
八仙草,[],[],【来源】为茜草科植物拉拉藤或粗叶拉拉藤的全草。,【性味】苦辛，寒。,【功用主治】清湿热，散瘀，消肿，解毒。治淋浊，尿血，跌打损伤，肠痈，疖肿，中耳炎。,【用法与用量】内服：煎汤，2～5钱；或捣汁饮。外用：捣敷或捣汁滴耳。,(《滇南本草》)
